HIP,RAdeg,DEdeg,Vmag,Plx,e_Plx,pmRA,pmDE,e_pmRA,e_pmDE,B-V,e_B-V,V-I,BTmag,VTmag,Hpmag,SpType,VarFlag,MultFlag,distance_pc,Abs_Vmag,logL_solar,Teff_K
111510,33.970072,-7.907847,9.62,9.46,0.43,-53.21,-18.71,1.24,1.51,1.559,0.031,1.829,10.968,9.751,9.467,,,,105.7,4.499,0.1324,3707.0
111511,109.008522,50.337678,7.19,18.86,0.98,34.77,-6.56,1.46,1.69,0.043,0.004,-0.026,7.237,7.195,7.19,,,,53.0,3.568,0.5048,9619.0
111512,321.084187,41.55534,8.63,1.49,1.34,-73.68,35.99,1.25,1.89,1.635,0.021,1.879,9.999,8.753,8.457,M9 IV,,,671.1,-0.504,2.1336,3601.0
111513,22.03137,-33.167939,8.66,2.35,1.07,-12.08,32.15,1.51,0.86,1.475,0.03,1.616,9.87,8.769,8.511,M0 III,,,425.5,0.515,1.726,3832.0
111514,355.240436,14.027878,7.38,5.38,0.2,85.51,-42.88,1.01,1.62,1.15,0.014,1.25,8.354,7.481,7.273,K8 V,,G,185.9,1.034,1.5184,4409.0
111515,62.862928,8.233042,7.93,3.24,0.5,55.05,-11.11,1.51,0.84,1.583,0.023,1.691,9.272,8.068,7.777,M5 V,,,308.6,0.483,1.7388,3673.0
111516,130.116443,-28.33482,9.36,9.16,1.12,10.94,-22.36,0.3,1.03,1.404,0.025,1.533,10.533,9.49,9.22,M3 V,M,,109.2,4.169,0.2644,3944.0
111517,201.486515,3.817111,8.52,1.73,1.04,-45.72,0.91,0.3,0.95,1.483,0.024,1.666,9.797,8.659,8.38,M0 V,,,578.0,-0.29,2.048,3819.0
111518,44.939769,19.254181,7.73,3.77,0.38,-32.28,39.58,0.3,0.3,1.538,0.015,1.695,9.04,7.872,7.569,M7 V,,V,265.3,0.612,1.6872,3737.0
111519,47.018625,27.250561,7.07,73.81,0.64,70.13,-32.98,1.37,1.96,1.463,0.02,1.554,8.304,7.202,6.937,,,V,13.5,6.411,-0.6324,3850.0
111520,127.414195,28.175411,6.4,7.73,0.7,-63.39,-4.77,0.92,0.66,1.529,0.013,1.672,7.702,6.53,6.244,M2 V,,,129.4,0.841,1.5956,3750.0
111521,45.891185,20.942922,11.1,16.13,0.78,-2.6,65.46,1.55,0.3,1.501,0.012,1.678,12.375,11.248,10.949,M1 V,,O,62.0,7.138,-0.9232,3792.0
111522,163.163686,76.92431,10.51,0.42,0.66,7.79,-43.94,1.66,1.24,0.3,0.001,0.345,10.793,10.538,10.486,F5 V,,,2381.0,,,7462.0
111523,44.184632,-27.800428,9.16,7.41,1.86,-4.13,-13.98,1.5,1.12,1.584,0.012,1.733,10.507,9.316,8.998,M0 V,,,135.0,3.509,0.5284,3671.0
111524,279.952891,7.512334,9.72,2.7,1.19,15.74,58.32,1.41,2.32,1.691,0.022,1.896,11.176,9.879,9.547,,,,370.4,1.877,1.1812,3527.0
111525,152.857338,21.478929,9.11,0.1,1.37,-14.99,-2.73,0.83,0.89,0.633,0.023,0.681,9.642,9.169,9.036,F8 V,,,10000.0,,,5841.0
111526,43.365803,-29.752166,7.61,3.55,0.87,-102.34,-2.68,1.7,2.27,1.535,0.005,1.689,8.901,7.738,7.464,M8 III,,,281.7,0.361,1.7876,3742.0
111527,97.572253,35.585094,9.15,8.33,0.77,34.72,63.04,0.37,0.3,1.591,0.023,1.744,10.494,9.305,8.99,,,,120.0,3.753,0.4308,3662.0
111528,308.917043,-55.369487,5.64,4.62,0.51,6.12,-13.01,0.64,0.99,1.36,0.006,1.579,6.775,5.76,5.504,M6 Ib,,,216.5,-1.037,2.3468,4017.0
111529,289.858563,26.278211,12.0,5.21,0.83,6.3,3.14,0.3,0.5,1.591,0.023,1.797,13.343,12.137,11.849,,,,191.9,5.584,-0.3016,3662.0
111530,76.673121,-38.385827,5.76,6.0,0.85,30.1,-36.57,0.45,1.2,0.971,0.006,1.069,6.643,5.843,5.675,,,,166.7,-0.349,2.0716,4813.0
111531,215.212211,32.970111,8.28,3.93,0.24,10.22,-19.81,1.59,0.95,1.567,0.016,1.766,9.609,8.433,8.137,M1 V,,,254.5,1.252,1.4312,3695.0
111532,109.374106,-18.436353,6.74,2.67,0.59,77.58,43.99,1.5,1.3,1.323,0.015,1.494,7.849,6.865,6.617,M2 V,,,374.5,-1.127,2.3828,4081.0
111533,314.053209,33.02647,8.19,18.49,0.99,-58.74,168.25,0.3,0.52,0.611,0.002,0.731,8.71,8.244,8.138,,,,54.1,4.525,0.122,5925.0
111534,83.726656,69.38574,9.15,19.57,0.3,-38.42,37.01,1.46,0.55,1.512,0.012,1.583,10.489,9.285,8.986,,,,51.1,5.608,-0.3112,3776.0
111535,105.636453,39.574197,9.92,11.85,1.42,94.75,59.81,0.6,0.95,1.464,0.018,1.581,11.207,10.028,9.779,M2 V,,,84.4,5.289,-0.1836,3848.0
111536,358.810096,-24.307454,7.45,35.16,0.56,-29.61,68.32,1.55,1.44,1.535,0.022,1.657,8.715,7.579,7.299,M7 V,,,28.4,5.18,-0.14,3742.0
111537,261.325459,-42.522391,8.93,25.27,1.01,-126.41,-44.62,1.26,2.13,0.276,0.018,0.283,9.155,8.958,8.92,F7 V,,X,39.6,5.943,-0.4452,7618.0
111538,228.143735,76.220211,7.02,39.9,0.48,24.63,34.11,0.3,0.74,1.414,0.031,1.601,8.21,7.152,6.873,,,,25.1,5.025,-0.078,3928.0
111539,66.894944,31.145726,9.64,4.12,1.56,42.5,34.94,1.43,1.87,0.231,0.01,0.271,9.88,9.679,9.596,,,V,242.7,2.714,0.8464,7931.0
111540,113.373387,-30.489061,6.08,8.1,1.02,-77.72,0.51,1.87,1.48,1.737,0.026,1.926,7.555,6.244,5.921,M5 V,,,123.5,0.622,1.6832,3469.0
111541,219.988041,23.330409,11.13,1.96,0.75,-9.82,57.21,1.04,1.12,1.815,0.012,1.964,12.693,11.283,10.933,M1 III,,,510.2,2.591,0.8956,3374.0
111542,208.624524,-18.990737,10.24,13.44,0.72,-18.26,25.84,1.74,1.2,1.515,0.013,1.765,11.553,10.38,10.082,M0 V,,,74.4,5.882,-0.4208,3771.0
111543,69.151852,-61.14558,9.72,6.93,1.35,48.06,-5.11,1.34,1.36,0.39,0.007,0.492,10.05,9.757,9.683,F2 V,,,144.3,3.924,0.3624,6934.0
111544,168.684969,-47.7731,6.57,18.98,1.72,10.9,28.81,1.18,0.44,1.498,0.014,1.644,7.847,6.704,6.413,M4 III,,,52.7,2.961,0.7476,3797.0
111545,311.872355,-15.003321,8.76,17.14,0.75,-35.75,96.15,1.6,1.13,1.585,0.018,1.774,10.103,8.894,8.588,M6 III,,,58.3,4.93,-0.04,3670.0
111546,182.846797,-58.548001,9.64,18.57,1.04,0.07,-11.69,1.11,1.81,1.589,0.037,1.712,11.013,9.811,9.474,M0 V,,,53.9,5.984,-0.4616,3664.0
111547,80.332408,-11.415654,8.81,13.56,0.62,-58.92,33.36,0.3,0.36,1.252,0.016,1.342,9.882,8.931,8.686,M6 II,,,73.7,4.471,0.1436,4209.0
111548,342.643674,-42.792795,6.61,1.24,0.89,-112.86,-72.05,1.42,0.3,0.931,0.003,1.001,7.399,6.69,6.516,K9 II,,,806.5,-2.923,3.1012,4915.0
111549,308.799438,-16.217529,5.07,68.54,0.2,-17.57,104.18,0.5,1.67,0.391,0.03,0.452,5.4,5.101,5.029,F0 IV,,,14.6,4.25,0.232,6929.0
111550,9.285677,-18.511805,9.21,2.08,1.61,-48.06,8.65,0.59,1.59,1.591,0.017,1.702,10.568,9.351,9.045,M8 V,,,480.8,0.8,1.612,3662.0
111551,144.854345,-53.307087,7.69,12.6,1.17,-37.94,7.02,0.54,0.87,1.538,0.002,1.65,9.004,7.832,7.538,,,,79.4,3.192,0.6552,3737.0
111552,294.961071,-65.172509,6.04,5.82,1.22,-39.62,-21.05,1.15,1.36,1.362,0.016,1.508,7.207,6.152,5.902,,,O,171.8,-0.135,1.986,4014.0
111553,180.282824,24.464984,8.51,35.91,0.75,-83.93,0.14,2.24,0.9,1.145,0.013,1.289,9.505,8.627,8.393,K6 III,P,,27.8,6.286,-0.5824,4420.0
111554,211.377923,-2.289009,8.53,4.12,1.48,27.7,-13.77,0.3,1.34,1.43,0.006,1.694,9.735,8.648,8.4,,R,,242.7,1.604,1.2904,3902.0
111555,286.473911,44.041967,11.68,2.6,0.83,6.9,44.64,1.01,0.71,1.593,0.003,1.748,13.037,11.84,11.526,M3 V,,,384.6,3.755,0.43,3659.0
111556,254.866068,15.608056,11.73,6.53,0.94,11.73,-40.19,0.3,1.19,1.492,0.012,1.615,13.017,11.882,11.573,M1 III,,,153.1,5.805,-0.39,3806.0
111557,324.422885,0.856763,6.62,0.46,1.12,-150.19,-99.36,0.3,1.9,1.39,0.024,1.586,7.797,6.725,6.484,,D,C,2173.9,,,3967.0
111558,329.975468,-4.316099,8.12,5.97,0.77,-19.95,31.79,1.09,1.2,1.647,0.007,1.875,9.516,8.287,7.953,M8 V,M,,167.5,2.0,1.132,3585.0
111559,26.096435,-36.104556,8.77,2.59,1.44,42.45,65.68,0.3,1.4,1.603,0.011,1.64,10.107,8.912,8.603,M4 V,,,386.1,0.836,1.5976,3645.0
111560,356.783598,35.68741,9.96,0.29,1.53,53.07,-66.83,0.85,1.24,1.535,0.001,1.756,11.258,10.097,9.817,,,,3448.3,,,3742.0
111561,292.142578,16.713108,9.21,25.24,1.86,57.53,-17.81,1.97,0.77,0.598,0.026,0.613,9.711,9.26,9.155,G9 III,,,39.6,6.22,-0.556,5975.0
111562,65.680626,-62.616139,9.22,20.89,0.47,16.01,-30.31,0.66,0.77,0.469,0.015,0.423,9.604,9.267,9.167,F6 V,,,47.9,5.82,-0.396,6533.0
111563,30.778271,-0.225139,9.65,4.48,0.82,-22.49,-94.18,2.22,0.49,1.598,0.012,1.792,11.038,9.775,9.504,M4 V,,C,223.2,2.906,0.7696,3652.0
111564,323.815326,-2.106192,12.13,4.93,0.9,28.35,-48.21,0.3,0.86,1.442,0.009,1.609,13.314,12.258,11.989,M3 V,,,202.8,5.594,-0.3056,3883.0
111565,222.604675,-28.388403,6.95,21.88,1.59,61.76,-91.8,0.37,1.23,1.598,0.024,1.68,8.328,7.091,6.795,M1 V,,,45.7,3.65,0.472,3652.0
111566,49.953352,22.529776,7.45,10.48,2.04,-29.33,5.64,1.37,0.95,1.456,0.006,1.696,8.667,7.583,7.313,M3 V,,,95.4,2.552,0.9112,3861.0
111567,180.378672,13.167318,5.06,15.71,0.95,-41.76,40.11,1.61,1.19,0.728,0.034,0.855,5.705,5.114,4.958,G0 V,,,63.7,1.041,1.5156,5508.0
111568,297.5434,-34.474591,10.97,0.1,1.24,-41.7,-25.22,1.66,2.78,1.454,0.014,1.579,12.224,11.115,10.824,,,,10000.0,,,3864.0
111569,164.969522,21.932842,7.35,9.73,1.04,95.81,-9.97,1.28,1.53,1.417,0.002,1.504,8.531,7.463,7.199,M3 IV,,C,102.8,2.291,1.0156,3923.0
111570,160.912169,42.489238,5.54,3.3,1.44,32.51,-24.71,1.84,1.1,0.966,0.014,1.02,6.366,5.625,5.43,K0 III,,,303.0,-1.867,2.6788,4826.0
111571,72.673381,-59.198657,12.5,18.5,1.51,-61.11,-5.23,1.15,1.93,1.367,0.001,1.446,13.648,12.616,12.353,M7 V,,,54.1,8.836,-1.6024,4005.0
111572,326.874238,8.212618,9.7,24.01,0.41,25.44,29.33,1.28,1.51,1.107,0.001,1.212,10.626,9.801,9.598,K0 V,,,41.6,6.602,-0.7088,4500.0
111573,168.390803,47.658666,7.88,0.1,1.98,35.93,23.06,1.04,1.01,0.913,0.047,0.942,8.664,7.948,7.775,,,,10000.0,,,4962.0
111574,235.115087,25.645033,11.61,3.32,1.54,16.41,-12.97,1.76,2.45,0.886,0.01,0.93,12.345,11.68,11.529,K0 V,,,301.2,4.216,0.2456,5034.0
111575,116.305688,11.665147,10.98,2.96,1.0,71.22,34.96,0.62,0.47,1.591,0.019,1.789,12.349,11.136,10.826,,S,,337.8,3.336,0.5976,3662.0
111576,204.555247,-21.881154,6.77,27.43,1.11,19.82,-55.68,1.25,1.5,1.39,0.015,1.559,7.995,6.892,6.62,,,C,36.5,3.961,0.3476,3967.0
111577,278.098786,-19.272113,6.58,3.38,0.2,-31.14,-6.34,1.05,1.29,1.506,0.005,1.641,7.885,6.72,6.432,,,,295.9,-0.775,2.242,3785.0
111578,289.167874,0.262272,8.91,7.96,0.54,76.24,-16.39,2.45,0.88,0.737,0.024,0.84,9.537,8.998,8.852,G1 V,,,125.6,3.415,0.566,5478.0
111579,58.876243,-20.142802,10.19,1.06,1.07,-291.4491800910398,282.35325605016976,0.34,0.67,0.172,0.03,0.189,10.312,10.206,10.176,,,,943.4,0.317,1.8052,8386.0
111580,92.905258,40.934175,6.37,13.98,1.26,27.46,-17.86,0.37,1.23,0.885,0.005,0.991,7.133,6.452,6.29,,,,71.5,2.098,1.0928,5037.0
111581,250.497803,-76.533096,5.98,0.45,0.62,36.83,62.1,0.56,0.83,0.631,0.003,0.794,6.541,6.038,5.909,G0 V,R,,2222.2,,,5849.0
111582,305.525575,25.042684,11.32,15.3,1.4,-54.37,-10.78,0.35,1.49,1.552,0.012,1.714,12.605,11.473,11.159,,,,65.4,7.243,-0.9652,3717.0
111583,172.964246,-62.213065,7.86,0.1,0.5,-5.36,36.84,0.57,1.53,0.307,0.02,0.31,8.114,7.891,7.835,,,C,10000.0,,,7418.0
111584,347.66842,-12.532053,8.81,1.91,0.82,-52.51,-13.74,1.77,2.02,0.099,0.024,0.144,8.881,8.82,8.802,A3 V,,,523.6,0.215,1.846,9037.0
111585,186.467523,41.700981,5.71,0.14,1.86,-51.63,-79.02,0.58,0.85,1.299,0.01,1.498,6.829,5.829,5.579,M4 V,,V,7142.9,,,4123.0
111586,208.09419,23.361688,7.21,0.98,1.34,55.29,-15.74,2.06,0.52,0.619,0.007,0.685,7.749,7.293,7.135,,,,1020.4,-2.834,3.0656,5894.0
111587,103.197596,18.853135,6.84,15.28,0.56,-65.54,48.5,0.74,1.63,1.525,0.021,1.679,8.135,6.963,6.682,M5 V,,,65.4,2.761,0.8276,3756.0
111588,138.344227,-0.998771,9.47,26.07,0.31,-41.35,45.3,1.0,1.73,0.892,0.002,1.042,10.207,9.559,9.379,,,,38.4,6.551,-0.6884,5018.0
111589,308.218336,-35.701606,9.86,2.82,1.04,15.83,-18.99,1.55,1.97,1.497,0.002,1.672,11.167,9.999,9.703,M3 V,,,354.6,2.111,1.0876,3798.0
111590,149.45819,37.420364,8.53,6.6,1.03,3.3,-54.04,0.3,0.3,1.65,0.012,1.843,9.923,8.673,8.359,,,,151.5,2.628,0.8808,3581.0
111591,235.325808,18.34154,6.18,1.28,0.71,-2.97,-49.71,1.11,1.39,1.343,0.004,1.545,7.332,6.309,6.047,M8 V,,,781.2,-3.284,3.2456,4046.0
111592,327.225067,63.874113,6.09,0.1,0.68,5.24,16.96,1.94,1.25,1.647,0.012,1.8,7.487,6.231,5.926,M8 V,,,10000.0,,,3585.0
111593,188.551042,1.280246,6.13,3.4,0.88,-35.18,-40.53,1.83,1.22,1.419,0.001,1.568,7.358,6.253,5.981,M6 Ia,,,294.1,-1.213,2.4172,3920.0
111594,16.366136,-20.80355,4.63,23.84,0.73,-74.25,-13.96,0.3,0.91,0.869,0.025,0.955,5.417,4.702,4.518,,,,41.9,1.517,1.3252,5081.0
111595,10.349554,79.021268,7.89,7.76,0.47,25.86,1.81,0.3,0.3,1.484,0.013,1.62,9.175,8.03,7.747,,,,128.9,2.339,0.9964,3818.0
111596,81.443995,66.700642,11.12,14.82,0.65,-74.18,14.5,2.23,0.54,0.558,0.027,0.522,11.599,11.162,11.057,G7 II,,,67.5,6.974,-0.8576,6137.0
111597,150.446045,44.880706,6.66,30.64,0.85,9.35,38.29,0.47,2.63,1.497,0.002,1.619,7.934,6.789,6.529,,,,32.6,4.091,0.2956,3798.0
111598,154.474953,-64.087026,11.87,17.4,0.2,-13.36,9.49,1.02,1.87,1.463,0.003,1.617,13.134,12.002,11.723,,,,57.5,8.073,-1.2972,3850.0
111599,95.322809,-1.33571,9.43,29.36,0.74,-31.16,117.26,0.58,1.39,1.138,0.012,1.269,10.396,9.529,9.306,K6 V,,,34.1,6.769,-0.7756,4434.0
111600,81.721976,49.354367,7.54,9.61,1.36,19.21,13.73,1.12,1.44,1.644,0.004,1.777,8.926,7.666,7.389,M6 V,,,104.1,2.454,0.9504,3589.0
111601,315.169453,45.699642,9.89,14.92,1.05,-19.13,14.39,1.58,1.65,1.541,0.026,1.696,11.183,10.03,9.735,M9 II,M,X,67.0,5.759,-0.3716,3733.0
111602,26.108389,-27.110395,7.96,1.13,1.43,-53.1,-8.84,0.3,2.12,0.176,0.012,0.238,8.111,7.973,7.937,F8 V,,,885.0,-1.775,2.642,8354.0
111603,83.08635,-47.596606,8.64,2.83,1.32,103.86,15.6,1.79,2.06,1.457,0.013,1.612,9.838,8.783,8.48,,,,353.4,0.899,1.5724,3859.0
111604,190.488302,-31.572303,9.7,5.69,1.45,-150.14,110.9,1.79,1.43,0.926,0.014,1.0,10.502,9.786,9.608,K2 V,,,175.7,3.476,0.5416,4928.0
111605,92.707093,-54.337814,10.0,8.51,1.43,45.04,-74.87,0.98,0.71,-0.194,0.025,-0.091,9.828,9.973,10.024,B3 III,,,117.5,4.65,0.072,13442.0
111606,139.035544,34.929225,9.07,0.65,1.25,73.62,-21.03,1.13,1.59,0.235,0.02,0.236,9.291,9.108,9.047,F7 V,,,1538.5,-1.865,2.678,7902.0
111607,309.592429,-28.78776,8.14,3.4,0.97,71.09,-40.03,2.04,2.1,0.615,0.011,0.763,8.696,8.187,8.083,F7 V,,,294.1,0.797,1.6132,5909.0
111608,43.887047,54.307027,7.74,15.25,1.47,0.99,35.32,1.17,0.3,1.559,0.017,1.657,9.039,7.898,7.594,M7 V,,V,65.6,3.656,0.4696,3707.0
111609,220.635564,-64.230776,5.69,44.78,0.91,30.66,8.59,0.3,0.3,1.47,0.003,1.549,6.928,5.825,5.552,M7 V,,,22.3,3.945,0.354,3839.0
111610,122.674324,49.252311,7.61,20.54,1.8,58.47,61.17,0.53,0.96,1.575,0.003,1.755,8.939,7.749,7.452,,,,48.7,4.173,0.2628,3684.0
111611,169.945974,-2.74549,9.88,24.07,0.77,23.68,52.81,1.57,1.26,1.763,0.028,1.91,11.406,10.042,9.707,M9 III,,,41.5,6.787,-0.7828,3437.0
111612,108.530704,-41.904371,7.16,10.62,0.38,-9.89,-58.09,0.36,1.45,1.543,0.006,1.694,8.46,7.288,7.015,M8 V,,C,94.2,2.291,1.0156,3730.0
111613,251.17697,31.516161,8.36,9.9,0.52,-94.44,87.99,0.89,0.63,1.67,0.019,1.876,9.768,8.517,8.207,M4 V,,V,101.0,3.338,0.5968,3555.0
111614,219.182303,31.320048,10.23,22.02,1.42,-108.08,55.19,0.74,1.47,1.682,0.038,1.845,11.685,10.374,10.051,M2 V,,,45.4,6.944,-0.8456,3539.0
111615,108.486627,1.216682,8.75,3.89,2.18,-48.71,-43.06,0.52,0.89,0.642,0.016,0.609,9.27,8.814,8.673,,,,257.1,1.7,1.252,5808.0
111616,248.173682,-46.14692,8.55,11.18,1.13,-13.94,41.33,1.03,2.46,1.573,0.016,1.688,9.868,8.688,8.405,,,,89.4,3.792,0.4152,3687.0
111617,60.690554,-55.418286,9.32,17.26,1.4,-14.34,-9.42,0.3,0.48,0.28,0.024,0.288,9.548,9.353,9.275,F1 V,,,57.9,5.505,-0.27,7591.0
111618,317.817685,-21.726512,6.06,13.93,0.74,-13.16,-83.43,0.65,1.11,1.529,0.019,1.717,7.364,6.178,5.91,M2 V,,V,71.8,1.78,1.22,3750.0
111619,300.515982,17.333648,5.76,36.26,1.01,-32.52,-0.44,1.37,0.56,0.345,0.001,0.493,6.072,5.791,5.716,F4 V,M,,27.6,3.557,0.5092,7187.0
111620,62.625497,15.698023,7.55,3.24,1.26,26.0,-3.41,0.91,0.85,1.525,0.02,1.606,8.843,7.688,7.399,M5 V,,,308.6,0.103,1.8908,3756.0
111621,325.824499,21.605758,9.14,37.17,1.56,-40.82,-18.43,1.82,1.93,0.78,0.019,0.864,9.791,9.238,9.074,,,,26.9,6.991,-0.8644,5342.0
111622,304.254572,66.111701,7.55,0.1,0.58,26.7,2.49,1.05,0.3,1.671,0.001,1.832,8.969,7.698,7.367,,,X,10000.0,,,3553.0
111623,198.129315,-40.715071,12.26,19.61,0.28,46.5,32.4,0.43,1.26,0.562,0.007,0.584,12.737,12.304,12.209,F7 V,,,51.0,8.722,-1.5568,6120.0
111624,252.710664,-27.601708,6.7,19.54,0.74,86.02,20.38,0.3,0.3,0.958,0.028,1.139,7.523,6.791,6.604,K5 V,,O,51.2,3.155,0.67,4846.0
111625,196.568909,-37.788056,3.93,25.54,1.69,113.82,43.17,0.47,0.69,0.657,0.013,0.683,4.502,3.982,3.861,F0 V,,,39.2,0.966,1.5456,5753.0
111626,157.880241,11.385997,7.51,4.1,0.2,-18.57,51.16,0.83,1.38,1.022,0.007,1.058,8.385,7.606,7.403,K5 V,S,X,243.9,0.574,1.7024,4691.0
111627,243.387037,-68.93276,7.09,8.09,0.42,-73.5,60.32,1.8,1.57,1.507,0.015,1.606,8.399,7.237,6.936,M1 V,,O,123.6,1.63,1.28,3783.0
111628,145.566146,-37.860061,9.99,33.66,1.45,31.26,16.45,1.08,2.27,0.409,0.029,0.475,10.329,10.008,9.96,F5 IV,,,29.7,7.626,-1.1184,6833.0
111629,189.177265,11.278959,10.58,10.47,1.22,0.59,9.13,0.82,0.81,0.545,0.031,0.649,11.062,10.63,10.513,F1 V,,,95.5,5.68,-0.34,6192.0
111630,342.646428,28.398509,9.63,1.16,1.73,2.21,-41.19,0.83,1.33,1.504,0.025,1.606,10.907,9.749,9.483,M8 V,R,,862.1,-0.048,1.9512,3787.0
111631,272.140215,-72.293885,7.06,27.1,0.42,100.65,6.45,1.25,1.34,0.695,0.017,0.704,7.665,7.107,6.97,,,,36.9,4.225,0.242,5619.0
111632,188.98736,12.103366,10.05,5.25,1.2,-101.94,35.58,1.02,1.71,1.468,0.014,1.559,11.286,10.183,9.911,M3 V,,G,190.5,3.651,0.4716,3842.0
111633,93.270352,-45.469883,12.5,8.78,1.23,-12.99,34.54,1.03,0.71,1.507,0.001,1.737,13.801,12.616,12.349,M8 V,,,113.9,7.217,-0.9548,3783.0
111634,315.893392,-40.817459,5.34,3.3,0.93,57.98,99.18,0.7,0.55,0.456,0.007,0.593,5.732,5.376,5.292,,,O,303.0,-2.067,2.7588,6595.0
111635,79.176534,-0.210087,8.04,1.23,0.33,-8.59,1.12,1.02,1.41,1.284,0.015,1.436,9.164,8.164,7.911,,,,813.0,-1.51,2.536,4150.0
111636,184.51831,9.891007,5.22,2.41,1.12,-61.9,37.39,1.75,0.82,1.63,0.014,1.806,6.58,5.375,5.05,M2 III,,,414.9,-2.87,3.08,3608.0
111637,229.445364,-1.007031,7.51,3.9,0.96,9.02,0.92,1.72,1.03,0.736,0.002,0.878,8.145,7.575,7.428,,,X,256.4,0.465,1.746,5481.0
111638,187.773373,37.423103,9.12,2.67,1.33,10.34,-119.56,1.23,0.37,-0.025,0.015,0.06,9.14,9.128,9.103,,,,374.5,1.253,1.4308,10448.0
111639,219.043615,57.324099,8.89,13.39,0.96,31.97,3.54,1.39,0.38,0.795,0.017,0.852,9.586,8.956,8.802,,,C,74.7,4.524,0.1224,5296.0
111640,134.838769,19.022707,8.7,2.73,0.72,59.32,-67.37,0.83,3.24,1.481,0.033,1.637,9.982,8.821,8.547,M5 V,D,,366.3,0.881,1.5796,3822.0
111641,282.511856,12.860131,9.77,7.44,0.74,16.83,-68.79,1.1,1.48,1.362,0.002,1.453,10.932,9.892,9.638,M9 V,P,O,134.4,4.128,0.2808,4014.0
111642,5.840537,23.924238,9.03,1.44,1.12,17.29,20.24,1.23,0.99,0.898,0.02,0.939,9.784,9.113,8.928,K7 IV,,,694.4,-0.178,2.0032,5002.0
111643,67.280947,-80.159229,7.65,2.63,0.85,23.85,-22.03,1.41,0.91,0.552,0.034,0.51,8.085,7.683,7.594,G0 V,,,380.2,-0.25,2.032,6162.0
111644,208.993989,32.606167,11.54,9.94,1.11,57.78,28.58,0.54,1.57,1.54,0.021,1.676,12.837,11.662,11.378,,,G,100.6,6.527,-0.6788,3734.0
111645,27.950705,42.125701,6.76,5.09,0.82,-105.46,-108.98,0.74,0.3,0.318,0.004,0.332,7.019,6.785,6.742,F6 II,,,196.5,0.294,1.8144,7349.0
111646,337.029756,-44.233092,9.81,22.81,1.88,45.08,-9.8,2.34,1.92,0.884,0.015,0.942,10.55,9.879,9.726,K4 V,,,43.8,6.601,-0.7084,5040.0
111647,305.801971,14.882833,9.69,7.15,0.34,21.59,-10.78,1.4,0.81,1.69,0.017,1.842,11.114,9.848,9.518,M1 V,,,139.9,3.962,0.3472,3528.0
111648,250.903108,-43.105338,8.34,1.05,1.01,7.82,-82.6,2.16,1.3,1.264,0.025,1.363,9.412,8.448,8.215,,,,952.4,-1.554,2.5536,4187.0
111649,263.764468,-21.581101,7.23,14.66,1.67,-16.68,47.25,0.67,1.29,1.094,0.033,1.221,8.166,7.32,7.108,K0 V,,,68.2,3.061,0.7076,4528.0
111650,131.636841,-26.850688,7.99,25.01,1.1,-0.67,-77.31,0.62,1.73,1.078,0.012,1.2,8.939,8.072,7.877,K6 V,R,,40.0,4.981,-0.0604,4563.0
111651,21.231339,-50.610607,9.81,8.16,0.5,22.14,87.52,0.38,0.7,0.986,0.01,1.115,10.631,9.911,9.71,,,,122.5,4.368,0.1848,4777.0
111652,169.150532,-66.002794,10.07,29.36,0.63,-14.43,-10.26,0.3,0.3,1.129,0.008,1.288,11.008,10.186,9.968,K9 V,R,,34.1,7.409,-1.0316,4453.0
111653,88.022054,-0.842766,11.84,8.44,0.84,-33.2,29.99,0.49,0.37,0.041,0.003,0.066,11.86,11.845,11.838,A9 V,,,118.5,6.472,-0.6568,9641.0
111654,322.036173,50.965292,8.09,14.98,0.2,38.25,42.31,1.64,0.7,1.384,0.002,1.513,9.248,8.237,7.945,M1 V,,,66.8,3.968,0.3448,3977.0
111655,242.031241,44.10037,7.9,21.24,1.23,-67.38,-0.63,1.13,0.82,0.211,0.019,0.12,8.074,7.927,7.877,F9 V,P,,47.1,4.536,0.1176,8079.0
111656,188.908615,-6.961383,6.48,6.62,1.75,-9.43,-17.24,0.3,0.85,1.551,0.03,1.731,7.81,6.615,6.334,M6 V,R,,151.1,0.584,1.6984,3718.0
111657,176.968097,-62.485591,9.56,11.82,1.06,35.33,-55.74,0.59,1.43,0.484,0.011,0.54,10.001,9.605,9.516,,,,84.6,4.923,-0.0372,6462.0
111658,95.76644,-42.455946,6.84,24.96,0.97,-85.75,-64.3,1.03,1.78,0.143,0.009,0.219,6.975,6.84,6.804,F5 V,,,40.1,3.826,0.4016,8632.0
111659,38.515039,15.153089,7.95,2.1,2.07,46.7,48.13,2.21,2.09,1.045,0.009,1.175,8.85,8.038,7.84,K8 V,,,476.2,-0.439,2.1076,4637.0
111660,89.645125,58.677804,7.57,1.33,1.5,-28.72,-3.86,0.61,1.59,1.511,0.023,1.637,8.868,7.722,7.429,,,O,751.9,-1.811,2.6564,3777.0
111661,138.178961,-39.497504,6.39,21.15,1.62,-22.59,42.87,0.89,1.42,1.62,0.017,1.749,7.77,6.545,6.217,M9 V,,,47.3,3.017,0.7252,3622.0
111662,293.556124,-17.77849,9.72,6.31,0.26,282.6644589920691,-47.45708594898985,0.59,1.03,0.081,0.026,0.06,9.796,9.715,9.713,A3 V,,,158.5,3.72,0.444,9216.0
